Video,Predicted,Real,Fake,Total,Label,Accuracy (%),Real (%),Fake (%)
09_03__kitchen_pan__8DTEGQ54.mp4,0,23,8,31,0,100,74.19354839,25.80645161
09_03__outside_talking_pan_laughing__8DTEGQ54.mp4,1,1,30,31,0,0,3.225806452,96.77419355
09_03__outside_talking_still_laughing__8DTEGQ54.mp4,1,0,31,31,0,0,0,100
09_03__outside_talking_still_laughing__RCETIXYL.mp4,1,0,31,31,0,0,0,100
09_03__talking_against_wall__8DTEGQ54.mp4,1,0,31,31,0,0,0,100
09_03__talking_angry_couch__RCETIXYL.mp4,1,0,31,31,0,0,0,100
09_03__walk_down_hall_angry__8DTEGQ54.mp4,0,31,0,31,0,100,100,0
09_07__kitchen_pan__N9CWME71.mp4,0,19,12,31,0,100,61.29032258,38.70967742
09_07__outside_talking_pan_laughing__N9CWME71.mp4,1,0,31,31,0,0,0,100
09_07__outside_talking_still_laughing__N9CWME71.mp4,1,2,29,31,0,0,6.451612903,93.5483871
09_07__walk_down_hall_angry__N9CWME71.mp4,0,30,1,31,0,100,96.77419355,3.225806452
09_11__podium_speech_happy__INNOT5UE.mp4,1,0,31,31,0,0,0,100
09_11__talking_against_wall__INNOT5UE.mp4,1,0,31,31,0,0,0,100
09_13__exit_phone_room__3GQ49P2J.mp4,0,31,0,31,0,100,100,0
09_13__exit_phone_room__NDMHWBT1.mp4,0,30,1,31,0,100,96.77419355,3.225806452
09_13__exit_phone_room__YP7MGDQ6.mp4,0,27,4,31,0,100,87.09677419,12.90322581
09_13__kitchen_pan__21H6XSPE.mp4,0,20,11,31,0,100,64.51612903,35.48387097
09_13__outside_talking_pan_laughing__6K90KFOQ.mp4,1,1,30,31,0,0,3.225806452,96.77419355
09_13__outside_talking_pan_laughing__LPT427RY.mp4,1,1,30,31,0,0,3.225806452,96.77419355
09_13__outside_talking_pan_laughing__TG55WJXX.mp4,1,1,30,31,0,0,3.225806452,96.77419355
09_13__outside_talking_still_laughing__BVZGDFD8.mp4,1,0,31,31,0,0,0,100
09_13__outside_talking_still_laughing__NDMHWBT1.mp4,1,2,29,31,0,0,6.451612903,93.5483871
09_13__podium_speech_happy__30N46VHZ.mp4,1,0,31,31,0,0,0,100
09_13__podium_speech_happy__8YDMHH02.mp4,1,0,31,31,0,0,0,100
09_13__talking_against_wall__LPT427RY.mp4,1,0,31,31,0,0,0,100
09_13__walking_down_street_outside_angry__3GQ49P2J.mp4,1,0,31,31,0,0,0,100
09_13__walking_down_street_outside_angry__NDMHWBT1.mp4,1,0,31,31,0,0,0,100
09_13__walk_down_hall_angry__6K90KFOQ.mp4,0,31,0,31,0,100,100,0
09_13__walk_down_hall_angry__BVZGDFD8.mp4,0,31,0,31,0,100,100,0
09_14__kitchen_pan__FRY0IZ4R.mp4,0,18,13,31,0,100,58.06451613,41.93548387
09_14__outside_talking_still_laughing__FRY0IZ4R.mp4,1,0,31,31,0,0,0,100
09_14__talking_angry_couch__6TEK3ZX0.mp4,1,0,31,31,0,0,0,100
09_14__walking_down_street_outside_angry__6TEK3ZX0.mp4,1,0,31,31,0,0,0,100
09_18__exit_phone_room__3VP8836C.mp4,0,31,0,31,0,100,100,0
09_18__kitchen_pan__3VP8836C.mp4,0,18,13,31,0,100,58.06451613,41.93548387
09_18__outside_talking_pan_laughing__3VP8836C.mp4,1,0,31,31,0,0,0,100
09_18__outside_talking_still_laughing__3VP8836C.mp4,1,2,29,31,0,0,6.451612903,93.5483871
09_18__walking_down_street_outside_angry__3VP8836C.mp4,1,0,31,31,0,0,0,100
09_18__walk_down_hall_angry__3VP8836C.mp4,0,31,0,31,0,100,100,0
09_20__exit_phone_room__MKEWB4SM.mp4,0,25,6,31,0,100,80.64516129,19.35483871
09_20__kitchen_pan__98NUQ3E6.mp4,0,21,10,31,0,100,67.74193548,32.25806452
09_20__outside_talking_pan_laughing__HG1S0KHA.mp4,1,1,30,31,0,0,3.225806452,96.77419355
09_20__outside_talking_still_laughing__MKEWB4SM.mp4,1,0,31,31,0,0,0,100
09_20__podium_speech_happy__O5X0AWR9.mp4,1,0,31,31,0,0,0,100
09_20__podium_speech_happy__RAGUKRMK.mp4,1,0,31,31,0,0,0,100
09_20__talking_angry_couch__0IRM5ADD.mp4,1,0,31,31,0,0,0,100
09_20__talking_angry_couch__2E5DNCYI.mp4,1,0,31,31,0,0,0,100
09_20__talking_angry_couch__98NUQ3E6.mp4,1,0,31,31,0,0,0,100
09_20__walking_down_street_outside_angry__HG1S0KHA.mp4,1,0,31,31,0,0,0,100
09_20__walk_down_hall_angry__MKEWB4SM.mp4,0,31,0,31,0,100,100,0
09_20__walk_down_hall_angry__RAGUKRMK.mp4,0,31,0,31,0,100,100,0
09_21__exit_phone_room__CGIID3GV.mp4,0,25,6,31,0,100,80.64516129,19.35483871
09_21__exit_phone_room__JEELOMN2.mp4,0,31,0,31,0,100,100,0
09_21__kitchen_pan__JEELOMN2.mp4,0,16,15,31,0,100,51.61290323,48.38709677
09_21__kitchen_pan__Z8H2TRCI.mp4,0,21,10,31,0,100,67.74193548,32.25806452
09_21__podium_speech_happy__JEELOMN2.mp4,1,0,31,31,0,0,0,100
09_21__talking_against_wall__JEELOMN2.mp4,1,0,31,31,0,0,0,100
09_21__talking_against_wall__LBQF8ZN1.mp4,1,0,31,31,0,0,0,100
09_21__talking_against_wall__PF4WD2KJ.mp4,1,0,31,31,0,0,0,100
09_21__talking_angry_couch__Z8H2TRCI.mp4,1,0,31,31,0,0,0,100
09_21__walking_down_street_outside_angry__JEELOMN2.mp4,1,0,31,31,0,0,0,100
09_21__walking_down_street_outside_angry__WBPEX4CU.mp4,1,0,31,31,0,0,0,100
09_21__walking_down_street_outside_angry__Z8H2TRCI.mp4,1,0,31,31,0,0,0,100
09_21__walk_down_hall_angry__J7SQKGUR.mp4,0,31,0,31,0,100,100,0
09_21__walk_down_hall_angry__O9ER29Z6.mp4,0,30,1,31,0,100,96.77419355,3.225806452
09_25__outside_talking_pan_laughing__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
09_25__outside_talking_still_laughing__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
09_25__talking_against_wall__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
09_25__talking_angry_couch__5041ODBN.mp4,1,0,31,31,0,0,0,100
09_25__talking_angry_couch__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
09_25__walking_down_street_outside_angry__5041ODBN.mp4,1,0,31,31,0,0,0,100
09_26__exit_phone_room__XXGYLT82.mp4,0,28,3,31,0,100,90.32258065,9.677419355
09_26__kitchen_pan__C3K20JOL.mp4,0,21,10,31,0,100,67.74193548,32.25806452
09_26__outside_talking_still_laughing__QSE5A0GF.mp4,1,0,31,31,0,0,0,100
09_26__talking_against_wall__C3K20JOL.mp4,1,0,31,31,0,0,0,100
09_26__walking_down_street_outside_angry__C3K20JOL.mp4,1,0,31,31,0,0,0,100
09_26__walking_down_street_outside_angry__QSE5A0GF.mp4,1,0,31,31,0,0,0,100
09_26__walk_down_hall_angry__QSE5A0GF.mp4,0,31,0,31,0,100,100,0
09_26__walk_down_hall_angry__XXGYLT82.mp4,0,31,0,31,0,100,100,0
09_27__exit_phone_room__RC9KATOO.mp4,0,26,5,31,0,100,83.87096774,16.12903226
09_27__outside_talking_still_laughing__RC9KATOO.mp4,1,1,30,31,0,0,3.225806452,96.77419355
09_27__walking_down_street_outside_angry__RC9KATOO.mp4,1,0,31,31,0,0,0,100
10_19__exit_phone_room__BVVPN5D5.mp4,1,0,31,31,0,0,0,100
10_19__exit_phone_room__O2IKR6YM.mp4,1,0,31,31,0,0,0,100
10_19__kitchen_still__IDX76N5R.mp4,0,29,2,31,0,100,93.5483871,6.451612903
10_19__outside_talking_still_laughing__O2IKR6YM.mp4,0,17,14,31,0,100,54.83870968,45.16129032
10_19__podium_speech_happy__FFXB67PI.mp4,1,0,31,31,0,0,0,100
10_19__talking_angry_couch__BVVPN5D5.mp4,1,0,31,31,0,0,0,100
10_19__talking_angry_couch__QNZIMEJH.mp4,1,0,31,31,0,0,0,100
10_19__walking_down_street_outside_angry__IDX76N5R.mp4,1,0,31,31,0,0,0,100
10_19__walking_outside_cafe_disgusted__BVVPN5D5.mp4,1,3,28,31,0,0,9.677419355,90.32258065
10_19__walking_outside_cafe_disgusted__FFXB67PI.mp4,1,13,18,31,0,0,41.93548387,58.06451613
10_22__exit_phone_room__8YQ2EUQP.mp4,1,0,31,31,0,0,0,100
10_22__exit_phone_room__C1U7OY5M.mp4,1,0,31,31,0,0,0,100
10_22__exit_phone_room__G48B2EQ2.mp4,1,0,31,31,0,0,0,100
10_22__kitchen_pan__EHARPYBT.mp4,1,0,31,31,0,0,0,100
10_22__kitchen_pan__PUJR4HJ1.mp4,1,0,31,31,0,0,0,100
10_22__kitchen_pan__X803B18R.mp4,1,0,31,31,0,0,0,100
10_22__kitchen_still__1TXK09OY.mp4,0,22,9,31,0,100,70.96774194,29.03225806
10_22__kitchen_still__8YQ2EUQP.mp4,0,26,5,31,0,100,83.87096774,16.12903226
10_22__kitchen_still__EHARPYBT.mp4,0,24,7,31,0,100,77.41935484,22.58064516
10_22__kitchen_still__J2HR5HKH.mp4,0,31,0,31,0,100,100,0
10_22__outside_talking_pan_laughing__1TXK09OY.mp4,1,0,31,31,0,0,0,100
10_22__outside_talking_pan_laughing__8YQ2EUQP.mp4,1,0,31,31,0,0,0,100
10_22__outside_talking_pan_laughing__G48B2EQ2.mp4,1,0,31,31,0,0,0,100
10_22__podium_speech_happy__EHARPYBT.mp4,1,0,31,31,0,0,0,100
10_22__podium_speech_happy__X803B18R.mp4,1,0,31,31,0,0,0,100
10_22__talking_angry_couch__FY7YI0AJ.mp4,1,0,31,31,0,0,0,100
10_22__talking_angry_couch__X803B18R.mp4,1,0,31,31,0,0,0,100
10_22__walking_down_street_outside_angry__1TXK09OY.mp4,1,0,31,31,0,0,0,100
10_22__walking_down_street_outside_angry__8YQ2EUQP.mp4,1,0,31,31,0,0,0,100
10_22__walking_outside_cafe_disgusted__C1U7OY5M.mp4,1,4,27,31,0,0,12.90322581,87.09677419
10_22__walk_down_hall_angry__C1U7OY5M.mp4,0,31,0,31,0,100,100,0
10_23__exit_phone_room__W4BDINQ5.mp4,1,0,31,31,0,0,0,100
10_23__kitchen_pan__GYY4VANY.mp4,1,0,31,31,0,0,0,100
10_23__outside_talking_pan_laughing__CU6SNBFZ.mp4,1,0,31,31,0,0,0,100
10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,1,0,31,31,0,0,0,100
10_23__outside_talking_still_laughing__CU6SNBFZ.mp4,0,17,14,31,0,100,54.83870968,45.16129032
10_23__outside_talking_still_laughing__GYY4VANY.mp4,0,19,12,31,0,100,61.29032258,38.70967742
10_23__talking_against_wall__W02WYPCX.mp4,1,0,31,31,0,0,0,100
10_23__talking_against_wall__W4BDINQ5.mp4,1,0,31,31,0,0,0,100
10_23__walk_down_hall_angry__GYY4VANY.mp4,0,31,0,31,0,100,100,0
10_23__walk_down_hall_angry__ZHJO34DY.mp4,0,31,0,31,0,100,100,0
10_24__exit_phone_room__356HPS7R.mp4,1,0,31,31,0,0,0,100
10_24__kitchen_still__356HPS7R.mp4,0,29,2,31,0,100,93.5483871,6.451612903
11_01__exit_phone_room__4OJNJLOO.mp4,0,31,0,31,0,100,100,0
11_01__exit_phone_room__9229VVZ3.mp4,0,31,0,31,0,100,100,0
11_01__kitchen_pan__18HYCC8C.mp4,1,0,31,31,0,0,0,100
11_01__kitchen_pan__WIZ7GKOD.mp4,1,0,31,31,0,0,0,100
11_01__outside_talking_pan_laughing__9OM3VE0Y.mp4,0,20,11,31,0,100,64.51612903,35.48387097
11_01__outside_talking_pan_laughing__UQ0BOBNO.mp4,0,19,12,31,0,100,61.29032258,38.70967742
11_01__outside_talking_pan_laughing__WIZ7GKOD.mp4,0,21,10,31,0,100,67.74193548,32.25806452
11_01__outside_talking_still_laughing__18HYCC8C.mp4,1,0,31,31,0,0,0,100
11_01__outside_talking_still_laughing__9229VVZ3.mp4,1,0,31,31,0,0,0,100
11_01__podium_speech_happy__FCNL2OVP.mp4,1,1,30,31,0,0,3.225806452,96.77419355
11_01__podium_speech_happy__WIZ7GKOD.mp4,1,0,31,31,0,0,0,100
11_01__secret_conversation__FCNL2OVP.mp4,1,7,24,31,0,0,22.58064516,77.41935484
11_01__secret_conversation__WIZ7GKOD.mp4,1,0,31,31,0,0,0,100
11_01__talking_against_wall__4OJNJLOO.mp4,1,0,31,31,0,0,0,100
11_01__talking_against_wall__EKE2KNRE.mp4,1,0,31,31,0,0,0,100
11_01__talking_against_wall__P06JKA75.mp4,1,0,31,31,0,0,0,100
11_01__talking_against_wall__WIZ7GKOD.mp4,1,0,31,31,0,0,0,100
11_01__talking_angry_couch__LL4RUKZA.mp4,1,0,31,31,0,0,0,100
11_01__walking_down_street_outside_angry__9OM3VE0Y.mp4,1,0,31,31,0,0,0,100
11_02__podium_speech_happy__NZJ1YEWE.mp4,1,0,31,31,0,0,0,100
11_02__secret_conversation__NZJ1YEWE.mp4,1,0,31,31,0,0,0,100
11_03__exit_phone_room__P08VGHTA.mp4,0,31,0,31,0,100,100,0
11_03__kitchen_pan__P08VGHTA.mp4,1,0,31,31,0,0,0,100
11_03__kitchen_still__P08VGHTA.mp4,1,0,31,31,0,0,0,100
11_03__outside_talking_pan_laughing__P08VGHTA.mp4,0,20,11,31,0,100,64.51612903,35.48387097
11_03__outside_talking_still_laughing__P08VGHTA.mp4,1,0,31,31,0,0,0,100
11_03__podium_speech_happy__P08VGHTA.mp4,1,0,31,31,0,0,0,100
11_03__talking_against_wall__P08VGHTA.mp4,1,0,31,31,0,0,0,100
11_03__walking_outside_cafe_disgusted__P08VGHTA.mp4,0,30,1,31,0,100,96.77419355,3.225806452
11_03__walk_down_hall_angry__P08VGHTA.mp4,0,31,0,31,0,100,100,0
11_04__outside_talking_pan_laughing__JRQWOV1G.mp4,0,20,11,31,0,100,64.51612903,35.48387097
11_04__outside_talking_still_laughing__60BU0X0I.mp4,1,0,31,31,0,0,0,100
11_04__talking_angry_couch__JRQWOV1G.mp4,1,0,31,31,0,0,0,100
11_04__walking_outside_cafe_disgusted__SXI772ZL.mp4,0,31,0,31,0,100,100,0
11_06__exit_phone_room__C8C4FW99.mp4,0,31,0,31,0,100,100,0
11_06__kitchen_still__C8C4FW99.mp4,1,0,31,31,0,0,0,100
11_06__outside_talking_pan_laughing__C8C4FW99.mp4,0,18,13,31,0,100,58.06451613,41.93548387
11_06__outside_talking_pan_laughing__MX659QU8.mp4,0,18,13,31,0,100,58.06451613,41.93548387
11_06__outside_talking_still_laughing__C8C4FW99.mp4,1,0,31,31,0,0,0,100
11_06__outside_talking_still_laughing__MX659QU8.mp4,1,0,31,31,0,0,0,100
11_06__secret_conversation__C8C4FW99.mp4,1,0,31,31,0,0,0,100
11_06__talking_against_wall__C8C4FW99.mp4,1,0,31,31,0,0,0,100
11_06__walking_outside_cafe_disgusted__MX659QU8.mp4,0,30,1,31,0,100,96.77419355,3.225806452
11_07__exit_phone_room__PGC20QSY.mp4,0,31,0,31,0,100,100,0
11_07__kitchen_pan__H1YF1M1B.mp4,1,0,31,31,0,0,0,100
11_07__kitchen_still__H1YF1M1B.mp4,1,0,31,31,0,0,0,100
11_07__kitchen_still__R7R86Z62.mp4,1,0,31,31,0,0,0,100
11_07__podium_speech_happy__PGC20QSY.mp4,1,0,31,31,0,0,0,100
11_07__talking_angry_couch__PGC20QSY.mp4,1,0,31,31,0,0,0,100
11_12__secret_conversation__8NS148U7.mp4,1,0,31,31,0,0,0,100
11_13__kitchen_pan__61T622EK.mp4,1,0,31,31,0,0,0,100
11_13__kitchen_pan__XXKQ4XM0.mp4,1,0,31,31,0,0,0,100
11_13__kitchen_still__61T622EK.mp4,1,0,31,31,0,0,0,100
11_13__outside_talking_still_laughing__61T622EK.mp4,1,0,31,31,0,0,0,100
11_13__outside_talking_still_laughing__XXKQ4XM0.mp4,1,0,31,31,0,0,0,100
11_13__podium_speech_happy__XXKQ4XM0.mp4,1,5,26,31,0,0,16.12903226,83.87096774
11_13__talking_against_wall__61T622EK.mp4,1,0,31,31,0,0,0,100
11_13__talking_angry_couch__61T622EK.mp4,1,0,31,31,0,0,0,100
11_18__kitchen_still__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
11_18__kitchen_still__TRJUIS24.mp4,1,0,31,31,0,0,0,100
11_18__outside_talking_pan_laughing__KLKJ9FPE.mp4,0,19,12,31,0,100,61.29032258,38.70967742
11_18__outside_talking_pan_laughing__PT4YKO2R.mp4,0,20,11,31,0,100,64.51612903,35.48387097
11_18__podium_speech_happy__DBSWZLXL.mp4,1,0,31,31,0,0,0,100
11_18__secret_conversation__JJ1YREUN.mp4,1,6,25,31,0,0,19.35483871,80.64516129
11_18__secret_conversation__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
11_18__talking_against_wall__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
11_18__talking_angry_couch__JJ1YREUN.mp4,1,0,31,31,0,0,0,100
11_18__walking_down_street_outside_angry__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
11_18__walking_outside_cafe_disgusted__R1NMCHKG.mp4,0,31,0,31,0,100,100,0
11_18__walking_outside_cafe_disgusted__TRJUIS24.mp4,0,31,0,31,0,100,100,0
11_18__walk_down_hall_angry__KLKJ9FPE.mp4,0,31,0,31,0,100,100,0
11_18__walk_down_hall_angry__PT4YKO2R.mp4,0,31,0,31,0,100,100,0
11_20__kitchen_still__GNK9UR8K.mp4,1,0,31,31,0,0,0,100
11_20__outside_talking_still_laughing__GNK9UR8K.mp4,1,0,31,31,0,0,0,100
11_20__secret_conversation__B2H95QXV.mp4,1,7,24,31,0,0,22.58064516,77.41935484
11_20__walking_down_street_outside_angry__B2H95QXV.mp4,1,0,31,31,0,0,0,100
11_20__walk_down_hall_angry__B2H95QXV.mp4,0,31,0,31,0,100,100,0
11_21__exit_phone_room__1EAA3MPV.mp4,0,31,0,31,0,100,100,0
11_21__kitchen_pan__T7DK03O1.mp4,1,0,31,31,0,0,0,100
11_21__kitchen_still__DU9VH27B.mp4,1,0,31,31,0,0,0,100
11_21__kitchen_still__N6YQW2AP.mp4,1,0,31,31,0,0,0,100
11_21__kitchen_still__T7DK03O1.mp4,1,0,31,31,0,0,0,100
11_21__podium_speech_happy__T7DK03O1.mp4,1,0,31,31,0,0,0,100
11_21__secret_conversation__1EAA3MPV.mp4,1,7,24,31,0,0,22.58064516,77.41935484
11_21__secret_conversation__T7DK03O1.mp4,1,7,24,31,0,0,22.58064516,77.41935484
11_21__talking_against_wall__T7DK03O1.mp4,1,0,31,31,0,0,0,100
11_21__talking_angry_couch__T7DK03O1.mp4,1,0,31,31,0,0,0,100
11_21__walking_down_street_outside_angry__USLHUQDI.mp4,1,0,31,31,0,0,0,100
11_21__walking_outside_cafe_disgusted__T7DK03O1.mp4,0,31,0,31,0,100,100,0
11_21__walk_down_hall_angry__T7DK03O1.mp4,0,31,0,31,0,100,100,0
11_25__podium_speech_happy__JX0SAMTC.mp4,0,19,12,31,0,100,61.29032258,38.70967742
11_26__kitchen_pan__7C0VKV43.mp4,1,0,31,31,0,0,0,100
11_26__kitchen_still__7C0VKV43.mp4,1,0,31,31,0,0,0,100
11_26__outside_talking_pan_laughing__ALJ0OHNM.mp4,0,21,10,31,0,100,67.74193548,32.25806452
11_26__outside_talking_still_laughing__ALJ0OHNM.mp4,1,0,31,31,0,0,0,100
11_26__walking_outside_cafe_disgusted__ALJ0OHNM.mp4,0,31,0,31,0,100,100,0
11_26__walk_down_hall_angry__7C0VKV43.mp4,0,31,0,31,0,100,100,0
12_01__kitchen_pan__TNI7KUZ6.mp4,1,4,27,31,0,0,12.90322581,87.09677419
12_01__outside_talking_pan_laughing__TNI7KUZ6.mp4,1,2,29,31,0,0,6.451612903,93.5483871
12_01__outside_talking_still_laughing__TNI7KUZ6.mp4,1,9,22,31,0,0,29.03225806,70.96774194
12_02__hugging_happy__9D2ZHEKW.mp4,1,0,31,31,0,0,0,100
12_02__outside_talking_pan_laughing__9D2ZHEKW.mp4,1,2,29,31,0,0,6.451612903,93.5483871
12_02__podium_speech_happy__9D2ZHEKW.mp4,1,0,31,31,0,0,0,100
12_02__walking_and_outside_surprised__9D2ZHEKW.mp4,1,0,31,31,0,0,0,100
12_03__exit_phone_room__D7G6YJON.mp4,0,31,0,31,0,100,100,0
12_03__kitchen_pan__D7G6YJON.mp4,1,8,23,31,0,0,25.80645161,74.19354839
12_03__outside_talking_still_laughing__D7G6YJON.mp4,1,15,16,31,0,0,48.38709677,51.61290323
12_03__walking_outside_cafe_disgusted__D7G6YJON.mp4,0,31,0,31,0,100,100,0
12_03__walk_down_hall_angry__D7G6YJON.mp4,0,30,1,31,0,100,96.77419355,3.225806452
12_04__kitchen_pan__B6YJ9IW1.mp4,1,7,24,31,0,0,22.58064516,77.41935484
12_04__kitchen_still__96TQKDFJ.mp4,1,0,31,31,0,0,0,100
12_04__kitchen_still__B6YJ9IW1.mp4,1,0,31,31,0,0,0,100
12_04__walking_and_outside_surprised__96TQKDFJ.mp4,1,0,31,31,0,0,0,100
12_04__walking_down_street_outside_angry__B6YJ9IW1.mp4,1,0,31,31,0,0,0,100
12_06__hugging_happy__3K21NFNM.mp4,1,0,31,31,0,0,0,100
12_06__outside_talking_pan_laughing__0VR4Y891.mp4,1,1,30,31,0,0,3.225806452,96.77419355
12_06__outside_talking_pan_laughing__3K21NFNM.mp4,1,2,29,31,0,0,6.451612903,93.5483871
12_06__outside_talking_still_laughing__3K21NFNM.mp4,1,12,19,31,0,0,38.70967742,61.29032258
12_06__podium_speech_happy__0VR4Y891.mp4,1,1,30,31,0,0,3.225806452,96.77419355
12_06__podium_speech_happy__3K21NFNM.mp4,1,0,31,31,0,0,0,100
12_06__secret_conversation__F3I4PDYF.mp4,1,2,4,6,0,0,33.33333333,66.66666667
12_06__talking_against_wall__0VR4Y891.mp4,1,0,31,31,0,0,0,100
12_06__talking_against_wall__3K21NFNM.mp4,1,0,31,31,0,0,0,100
12_06__walking_and_outside_surprised__3K21NFNM.mp4,1,0,31,31,0,0,0,100
12_06__walking_down_indoor_hall_disgust__3K21NFNM.mp4,1,0,31,31,0,0,0,100
12_06__walking_down_street_outside_angry__3K21NFNM.mp4,1,0,31,31,0,0,0,100
12_06__walking_down_street_outside_angry__F3I4PDYF.mp4,1,0,31,31,0,0,0,100
12_06__walk_down_hall_angry__3K21NFNM.mp4,0,31,0,31,0,100,100,0
12_07__kitchen_pan__1MSOAVLL.mp4,1,8,23,31,0,0,25.80645161,74.19354839
12_07__outside_talking_pan_laughing__0VN0A2T3.mp4,1,1,30,31,0,0,3.225806452,96.77419355
12_07__outside_talking_pan_laughing__KAG65PEE.mp4,1,1,30,31,0,0,3.225806452,96.77419355
12_07__outside_talking_still_laughing__0VN0A2T3.mp4,1,10,21,31,0,0,32.25806452,67.74193548
12_07__outside_talking_still_laughing__KAG65PEE.mp4,1,9,22,31,0,0,29.03225806,70.96774194
12_07__podium_speech_happy__KAG65PEE.mp4,1,0,31,31,0,0,0,100
12_07__secret_conversation__X9X7FAZG.mp4,1,7,24,31,0,0,22.58064516,77.41935484
12_07__talking_against_wall__0VN0A2T3.mp4,1,0,31,31,0,0,0,100
12_07__walking_and_outside_surprised__0VN0A2T3.mp4,1,0,31,31,0,0,0,100
12_07__walking_and_outside_surprised__KAG65PEE.mp4,1,0,31,31,0,0,0,100
12_07__walking_and_outside_surprised__X9X7FAZG.mp4,1,0,31,31,0,0,0,100
12_07__walking_down_indoor_hall_disgust__KAG65PEE.mp4,1,0,31,31,0,0,0,100
12_07__walking_down_street_outside_angry__0VN0A2T3.mp4,1,0,31,31,0,0,0,100
12_07__walking_outside_cafe_disgusted__KAG65PEE.mp4,0,31,0,31,0,100,100,0
12_07__walk_down_hall_angry__KAG65PEE.mp4,0,31,0,31,0,100,100,0
12_11__podium_speech_happy__8NS148U7.mp4,1,0,31,31,0,0,0,100
12_11__talking_against_wall__8NS148U7.mp4,1,0,31,31,0,0,0,100
12_11__walking_outside_cafe_disgusted__8NS148U7.mp4,0,31,0,31,0,100,100,0
12_13__kitchen_still__BFH4F0N8.mp4,1,1,30,31,0,0,3.225806452,96.77419355
12_13__outside_talking_pan_laughing__2TM4IFSF.mp4,1,4,27,31,0,0,12.90322581,87.09677419
12_13__outside_talking_still_laughing__2TM4IFSF.mp4,1,11,20,31,0,0,35.48387097,64.51612903
12_13__outside_talking_still_laughing__N8IGC93J.mp4,1,12,19,31,0,0,38.70967742,61.29032258
12_13__podium_speech_happy__2TM4IFSF.mp4,0,18,13,31,0,100,58.06451613,41.93548387
12_13__podium_speech_happy__BFH4F0N8.mp4,0,24,7,31,0,100,77.41935484,22.58064516
12_13__podium_speech_happy__N8IGC93J.mp4,1,0,31,31,0,0,0,100
12_13__secret_conversation__2TM4IFSF.mp4,1,1,5,6,0,0,16.66666667,83.33333333
12_13__secret_conversation__DJ7MF331.mp4,1,6,25,31,0,0,19.35483871,80.64516129
12_13__talking_against_wall__2TM4IFSF.mp4,1,0,31,31,0,0,0,100
12_13__talking_against_wall__O3SOWBCU.mp4,1,0,31,31,0,0,0,100
12_13__talking_angry_couch__WCPCP2TD.mp4,1,0,31,31,0,0,0,100
12_13__walking_and_outside_surprised__DJ7MF331.mp4,1,0,31,31,0,0,0,100
12_13__walking_and_outside_surprised__Q442U52P.mp4,1,0,31,31,0,0,0,100
12_13__walking_and_outside_surprised__SIA5P4HL.mp4,1,0,31,31,0,0,0,100
12_13__walking_down_indoor_hall_disgust__2TM4IFSF.mp4,1,0,31,31,0,0,0,100
12_13__walking_down_street_outside_angry__2TM4IFSF.mp4,1,0,31,31,0,0,0,100
12_13__walk_down_hall_angry__6G44TDN4.mp4,0,31,0,31,0,100,100,0
12_13__walk_down_hall_angry__N8IGC93J.mp4,0,31,0,31,0,100,100,0
12_14__outside_talking_pan_laughing__Z7EWFA0P.mp4,1,6,25,31,0,0,19.35483871,80.64516129
12_14__podium_speech_happy__Z7EWFA0P.mp4,1,0,31,31,0,0,0,100
12_14__walk_down_hall_angry__Z7EWFA0P.mp4,0,30,1,31,0,100,96.77419355,3.225806452
12_15__hugging_happy__N0SRODQD.mp4,1,0,31,31,0,0,0,100
12_15__kitchen_pan__N0SRODQD.mp4,1,6,25,31,0,0,19.35483871,80.64516129
12_15__kitchen_pan__RK17XFJ9.mp4,1,7,24,31,0,0,22.58064516,77.41935484
12_15__kitchen_still__RK17XFJ9.mp4,1,0,31,31,0,0,0,100
12_15__outside_talking_still_laughing__RK17XFJ9.mp4,0,16,15,31,0,100,51.61290323,48.38709677
12_15__podium_speech_happy__N0SRODQD.mp4,1,6,25,31,0,0,19.35483871,80.64516129
12_15__secret_conversation__N0SRODQD.mp4,1,0,6,6,0,0,0,100
12_15__secret_conversation__RK17XFJ9.mp4,1,11,20,31,0,0,35.48387097,64.51612903
12_15__talking_angry_couch__N0SRODQD.mp4,1,0,31,31,0,0,0,100
12_15__talking_angry_couch__RK17XFJ9.mp4,1,0,31,31,0,0,0,100
12_15__walking_and_outside_surprised__N0SRODQD.mp4,1,0,31,31,0,0,0,100
12_15__walking_down_indoor_hall_disgust__N0SRODQD.mp4,1,0,31,31,0,0,0,100
12_15__walking_down_indoor_hall_disgust__RK17XFJ9.mp4,1,0,31,31,0,0,0,100
12_15__walking_down_street_outside_angry__N0SRODQD.mp4,1,0,31,31,0,0,0,100
12_15__walk_down_hall_angry__N0SRODQD.mp4,0,30,1,31,0,100,96.77419355,3.225806452
12_18__hugging_happy__IKH1LBBY.mp4,1,0,31,31,0,0,0,100
